activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,3438201,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2c(c1)/C(=C\c1ccncc1)CC2,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL192077,,CHEMBL192077,,0,http://www.openphacts.org/units/Nanomolar,952085,=,1,1,=,,IC50,nM,,1710015.32,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.767
,3438202,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)CC/C2=C\c1cncs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL192155,,CHEMBL192155,,0,http://www.openphacts.org/units/Nanomolar,952086,=,1,1,=,,IC50,nM,,4325138.31,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.364
,3438203,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)CC/C2=C/c1cncs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL195354,,CHEMBL195354,,0,http://www.openphacts.org/units/Nanomolar,952087,=,1,1,=,,IC50,nM,,4830588.02,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.316
,3438204,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc2c(c1)CC/C2=C\c1cncnc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL195248,,CHEMBL195248,,0,http://www.openphacts.org/units/Nanomolar,952088,=,1,1,=,,IC50,nM,,7447319.74,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.128
,3438205,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc2c(c1)CC/C2=C\c1cccc2cnccc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL370530,,CHEMBL370530,,0,http://www.openphacts.org/units/Nanomolar,954321,=,1,1,=,,IC50,nM,,719448.98,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,3.143
,3438206,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc2c(c1)CC/C2=C/c1cccc2cnccc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL363849,,CHEMBL363849,,0,http://www.openphacts.org/units/Nanomolar,954322,=,1,1,=,,IC50,nM,,1940885.88,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.712
,3438207,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,C(=C1c2ccccc2-c2ccccc21)c1cccnc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL194928,,CHEMBL194928,,0,http://www.openphacts.org/units/Nanomolar,952147,=,1,1,=,,IC50,nM,,4808393.48,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.318
,3438208,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,C(=C1c2ccccc2-c2ccccc21)c1ccncc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL383145,,CHEMBL383145,,0,http://www.openphacts.org/units/Nanomolar,952148,=,1,1,=,,IC50,nM,,2741574.17,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.562
,3438209,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,C(=C(c1ccccc1)c1ccccc1)c1cccnc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL370317,,CHEMBL370317,,0,http://www.openphacts.org/units/Nanomolar,952149,=,1,1,=,,IC50,nM,,3681289.74,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.434
,3438210,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,CC1C/C(=C/c2cccnc2)c2ccccc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL373074,,CHEMBL373074,,0,http://www.openphacts.org/units/Nanomolar,952199,=,1,1,=,,IC50,nM,,2798981.32,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.553
,3438211,[],CHEMBL1246069,Inhibition of aromatase,B,,,BAO_0000190,BAO_0000357,single protein format,C(=C1\CC(c2ccccc2)c2ccccc21)\c1cccnc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1240479,Eur. J. Med. Chem.,2010.0,,CHEMBL193555,,CHEMBL193555,,0,http://www.openphacts.org/units/Nanomolar,954365,=,1,1,=,,IC50,nM,,4064433.29,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,pIC50,,UO_0000065,,2.391
,5112977,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C=CCC[C@@]43C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '24.40', 'le': '0.45', 'lle': '1.89', 'sei': '38.94'}",CHEMBL1629800,,CHEMBL1629800,6.65,1,http://www.openphacts.org/units/Nanomolar,1312473,=,1,1,=,,IC50,nM,,225.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.225
,5112978,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C=CCC[C@@]43C)[C@@H]1CC[C@@H]2O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '16.48', 'le': '0.31', 'lle': '-0.04', 'sei': '22.36'}",CHEMBL1629801,,CHEMBL1629801,4.52,0,http://www.openphacts.org/units/Nanomolar,1312474,=,1,1,=,,IC50,nM,,30000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,30.0
,5112979,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5O[C@@H]5CC[C@]34C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '23.71', 'le': '0.44', 'lle': '2.86', 'sei': '23.10'}",CHEMBL1629802,,CHEMBL1629802,6.84,1,http://www.openphacts.org/units/Nanomolar,1312475,=,1,1,=,,IC50,nM,,145.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.145
,5112980,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5O[C@@H]5CC[C@]34C)[C@@H]1CC[C@@H]2O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '17.86', 'le': '0.34', 'lle': '1.42', 'sei': '15.83'}",CHEMBL1629803,,CHEMBL1629803,5.19,1,http://www.openphacts.org/units/Nanomolar,1312476,=,1,1,=,,IC50,nM,,6500.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,6.5
,5112981,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '24.39', 'le': '0.46', 'lle': '3.41', 'sei': '13.57'}",CHEMBL132530,FORMESTANE,CHEMBL132530,7.38,1,http://www.openphacts.org/units/Nanomolar,1312477,=,1,1,=,,IC50,nM,,42.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.042
,5112982,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '26.51', 'le': '0.49', 'lle': '2.31', 'sei': '42.31'}",CHEMBL1629804,,CHEMBL1629804,7.22,0,http://www.openphacts.org/units/Nanomolar,1312478,=,1,1,=,,IC50,nM,,60.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.06
,5112983,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '25.34', 'le': '0.48', 'lle': '3.43', 'sei': '19.60'}",CHEMBL1629805,,CHEMBL1629805,7.31,0,http://www.openphacts.org/units/Nanomolar,1312479,=,1,1,=,,IC50,nM,,49.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.049
,5112984,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '23.30', 'le': '0.44', 'lle': '2.84', 'sei': '18.02'}",CHEMBL1629806,,CHEMBL1629806,6.72,0,http://www.openphacts.org/units/Nanomolar,1312480,=,1,1,=,,IC50,nM,,190.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.19
,5112985,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '25.31', 'le': '0.47', 'lle': '3.42', 'sei': '19.57'}",CHEMBL1630261,,CHEMBL1630261,7.30,0,http://www.openphacts.org/units/Nanomolar,1313163,=,1,1,=,,IC50,nM,,50.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.05
,5112986,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CCCC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '16.24', 'le': '0.31', 'lle': '0.24', 'sei': '13.43'}",CHEMBL1630260,,CHEMBL1630260,5.82,0,http://www.openphacts.org/units/Nanomolar,1313162,=,1,1,=,,IC50,nM,,1500.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.5
,5112987,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '14.86', 'le': '0.28', 'lle': '-0.62', 'sei': '13.25'}",CHEMBL1630262,,CHEMBL1630262,5.75,0,http://www.openphacts.org/units/Nanomolar,1313164,=,1,1,=,,IC50,nM,,1800.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.8
,5112988,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CCC4=C(OC(=O)c5ccccc5)CCC[C@@]43C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '15.78', 'le': '0.29', 'lle': '0.10', 'sei': '14.28'}",CHEMBL1630263,,CHEMBL1630263,6.19,0,http://www.openphacts.org/units/Nanomolar,1313165,=,1,1,=,,IC50,nM,,640.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.64
,5112989,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '18.70', 'le': '0.35', 'lle': '1.38', 'sei': '14.25'}",CHEMBL1630264,,CHEMBL1630264,6.18,0,http://www.openphacts.org/units/Nanomolar,1313166,=,1,1,=,,IC50,nM,,660.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.66
,5112990,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(CO)CCC1,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '15.71', 'le': '0.30', 'lle': '1.67', 'sei': '8.56'}",CHEMBL1630265,,CHEMBL1630265,5.44,0,http://www.openphacts.org/units/Nanomolar,1313167,=,1,1,=,,IC50,nM,,3600.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,3.6
,5112991,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '19.71', 'le': '0.37', 'lle': '3.15', 'sei': '10.43'}",CHEMBL1630266,,CHEMBL1630266,6.00,0,http://www.openphacts.org/units/Nanomolar,1313168,=,1,1,=,,IC50,nM,,1000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.0
,5112992,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '19.80', 'le': '0.37', 'lle': '3.18', 'sei': '10.48'}",CHEMBL1630267,,CHEMBL1630267,6.03,0,http://www.openphacts.org/units/Nanomolar,1313169,=,1,1,=,,IC50,nM,,940.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.94
,5112993,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@]43C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '22.72', 'le': '0.43', 'lle': '2.67', 'sei': '17.57'}",CHEMBL1630268,,CHEMBL1630268,6.55,0,http://www.openphacts.org/units/Nanomolar,1313170,=,1,1,=,,IC50,nM,,280.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.28
,5112994,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)OC1CCC[C@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '18.62', 'le': '0.35', 'lle': '1.70', 'sei': '14.19'}",CHEMBL1630269,,CHEMBL1630269,6.16,0,http://www.openphacts.org/units/Nanomolar,1313171,=,1,1,=,,IC50,nM,,700.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.7
,5112995,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)OC1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '18.16', 'le': '0.34', 'lle': '1.55', 'sei': '13.83'}",CHEMBL1630270,,CHEMBL1630270,6.00,0,http://www.openphacts.org/units/Nanomolar,1313172,=,1,1,=,,IC50,nM,,1000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.0
,5112996,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)OC1CCC[C@@]2(CO)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '14.31', 'le': '0.27', 'lle': '1.54', 'sei': '7.80'}",CHEMBL1630271,,CHEMBL1630271,4.96,0,http://www.openphacts.org/units/Nanomolar,1313173,=,1,1,=,,IC50,nM,,11000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,11.0
,5112997,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@]43C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '21.03', 'le': '0.39', 'lle': '2.19', 'sei': '16.26'}",CHEMBL1630272,,CHEMBL1630272,6.07,0,http://www.openphacts.org/units/Nanomolar,1313174,=,1,1,=,,IC50,nM,,860.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.86
,5112998,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '16.97', 'le': '0.32', 'lle': '2.32', 'sei': '8.98'}",CHEMBL1630273,,CHEMBL1630273,5.17,0,http://www.openphacts.org/units/Nanomolar,1313175,=,1,1,=,,IC50,nM,,6800.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,6.8
,5112999,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '24.66', 'le': '0.47', 'lle': '4.66', 'sei': '13.05'}",CHEMBL1630274,,CHEMBL1630274,7.51,0,http://www.openphacts.org/units/Nanomolar,1313176,=,1,1,=,,IC50,nM,,31.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.031
,5113000,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CO[C@H]1CCC[C@@]2(CO)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1629480,Eur. J. Med. Chem.,2010.0,,CHEMBL1630275,,CHEMBL1630275,,0,http://www.openphacts.org/units/Nanomolar,1313177,=,1,1,=,,IC50,nM,,150000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,150.0
,5113001,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '20.05', 'le': '0.37', 'lle': '0.59', 'sei': '33.65'}",CHEMBL1630276,,CHEMBL1630276,5.75,0,http://www.openphacts.org/units/Nanomolar,1313178,=,1,1,=,,IC50,nM,,1800.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.8
,5113002,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '17.79', 'le': '0.33', 'lle': '-0.19', 'sei': '31.32'}",CHEMBL1630277,,CHEMBL1630277,5.35,0,http://www.openphacts.org/units/Nanomolar,1313179,=,1,1,=,,IC50,nM,,4500.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,4.5
,5113003,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,CCC[C@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '16.72', 'le': '0.31', 'lle': '-0.67', 'sei': '30.81'}",CHEMBL1630278,,CHEMBL1630278,5.26,0,http://www.openphacts.org/units/Nanomolar,1313180,=,1,1,=,,IC50,nM,,5500.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,5.5
,5113004,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)CCC[C@]34C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '19.48', 'le': '0.37', 'lle': '1.45', 'sei': '16.46'}",CHEMBL1630279,,CHEMBL1630279,5.62,0,http://www.openphacts.org/units/Nanomolar,1313181,=,1,1,=,,IC50,nM,,2400.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,2.4
,5113005,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '20.28', 'le': '0.38', 'lle': '3.03', 'sei': '11.36'}",CHEMBL1630280,,CHEMBL1630280,6.17,0,http://www.openphacts.org/units/Nanomolar,1313182,=,1,1,=,,IC50,nM,,670.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.67
,5113006,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC(=O)O2,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '18.00', 'le': '0.34', 'lle': '2.03', 'sei': '9.01'}",CHEMBL1630909,,CHEMBL1630909,5.73,0,http://www.openphacts.org/units/Nanomolar,1314087,=,1,1,=,,IC50,nM,,1850.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.85
,5113037,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@]43C)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '22.69', 'le': '0.42', 'lle': '1.27', 'sei': '36.21'}",CHEMBL1630910,,CHEMBL1630910,6.18,0,http://www.openphacts.org/units/Nanomolar,1314088,=,1,1,=,,IC50,nM,,660.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.66
,5113038,[],CHEMBL1639399,Inhibition of human placental aromatase,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,,,CHEMBL1629480,Eur. J. Med. Chem.,2010.0,"{'bei': '17.89', 'le': '0.34', 'lle': '1.28', 'sei': '13.84'}",CHEMBL1630911,,CHEMBL1630911,5.16,0,http://www.openphacts.org/units/Nanomolar,1314089,=,1,1,=,,IC50,nM,,6900.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,6.9
,5128171,[],CHEMBL1646911,Inhibition of human placental CYP19 using androstenedione as substrate,B,,,BAO_0000190,BAO_0000019,assay format,N#Cc1ccc(C2CCCc3cncn32)cc1,,,CHEMBL1641566,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '33.69', 'le': '0.60', 'lle': '4.84', 'sei': '18.08'}",CHEMBL9298,FADROZOLE,CHEMBL9298,7.52,1,http://www.openphacts.org/units/Nanomolar,1321463,=,1,1,=,,IC50,nM,,30.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,30.0
,5201082,[],CHEMBL1671282,Inhibition of CYP19,B,,,BAO_0000190,BAO_0000357,single protein format,CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(OC)c3O)[C@H]2O1,,,CHEMBL1667722,J. Nat. Prod.,2011.0,,CHEMBL488513,MONOCERIN,CHEMBL488513,,0,http://www.openphacts.org/units/Nanomolar,1327949,>,1,1,>,,IC50,nM,,16200.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,16.2
